tier	group_key	draft_accession	complete_accession	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	complete_biosample	draft_contigs	complete_contigs	draft_bp	complete_bp	size_ratio_draft_over_complete	draft_gc	complete_gc	draft_excluded_from_refseq	complete_excluded_from_refseq	draft_submitter	complete_submitter	draft_release_date	complete_release_date	n_complete_in_group	n_draft_in_group	draft_ftp	complete_ftp
same_biosample	SAMEA9449764	GCA_943736005.1	GCA_943736015.1	Tridacna crocea	invertebrate	80833	na	Contig	Chromosome	SAMEA9449764	SAMEA9449764	2262	88	1129514693	1048956009	1.0768	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/736/005/GCA_943736005.1_xbTriCroc3.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/736/015/GCA_943736015.1_xbTriCroc3.1/
same_biosample	SAMEA10167061	GCA_943736035.1	GCA_943736025.1	Tenthredo mesomela	invertebrate	222778	na	Contig	Chromosome	SAMEA10167061	SAMEA10167061	1743	245	387714376	392837180	0.9870	37.500000	37.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/736/035/GCA_943736035.1_iyTenMeso1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/736/025/GCA_943736025.1_iyTenMeso1.1/
same_biosample	SAMEA12928243	GCA_943737935.1	GCA_943737925.1	Anopheles nili	invertebrate	185578	na	Contig	Chromosome	SAMEA12928243	SAMEA12928243	467	256	164693322	195220701	0.8436	46.500000	46.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/737/935/GCA_943737935.1_idAnoNiliSN_F5_01_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/737/925/GCA_943737925.1_idAnoNiliSN_F5_01/
same_biosample	SAMEA9654265	GCA_943737945.2	GCA_943737955.2	Myopa tessellatipennis	invertebrate	2829445	na	Contig	Chromosome	SAMEA9654265	SAMEA9654265	534	18	246903453	249257482	0.9906	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2023-10-06	2023-12-09	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/737/945/GCA_943737945.2_idMyoTess1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/737/955/GCA_943737955.2_idMyoTess1.2/
same_biosample	SAMEA8603180	GCA_943789515.1	GCA_943789525.1	Agriphila geniculea	invertebrate	1660579	na	Scaffold	Chromosome	SAMEA8603180	SAMEA8603180	1537	253	723572193	781638172	0.9257	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-15	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/789/515/GCA_943789515.1_ilAgrGeni1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/789/525/GCA_943789525.1_ilAgrGeni1.1/
same_biosample	SAMEA7524273	GCA_944039265.1	GCA_944039245.1	Nebria salina	invertebrate	878211	na	Contig	Chromosome	SAMEA7524273	SAMEA7524273	1418	744	219579625	256715385	0.8553	32.000000	32.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-17	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/039/265/GCA_944039265.1_icNebSali1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/039/245/GCA_944039245.1_icNebSali1.1/
same_biosample	SAMEA14088276	GCA_944039255.1	GCA_944039275.1	Danio rerio	vertebrate_other	7955	na	Contig	Chromosome	SAMEA14088276	SAMEA14088276	4719	453	458104506	1413659274	0.3241	36.500000	37.000000	genome length too small	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-17	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/039/255/GCA_944039255.1_fDanRer4.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/039/275/GCA_944039275.1_fDanRer4.1/
same_biosample	SAMEA7520499	GCA_944319705.1	GCA_944319695.1	Tiphia femorata	invertebrate	330862	na	Contig	Chromosome	SAMEA7520499	SAMEA7520499	1034	75	273622424	276140075	0.9909	44.000000	44.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-01	2022-06-30	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/319/705/GCA_944319705.1_iyTipFemo1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/319/695/GCA_944319695.1_iyTipFemo1.1/
same_biosample	SAMEA7523304	GCA_944452645.1	GCA_944452695.1	Aricia agestis	invertebrate	91739	na	Scaffold	Chromosome	SAMEA7523304	SAMEA7523304	108	49	433632574	437367655	0.9915	37.000000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-01	2022-06-30	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/645/GCA_944452645.1_ilAriAges2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/695/GCA_944452695.1_ilAriAges2.1/
same_biosample	SAMEA8534284	GCA_944452655.1	GCA_944452715.1	Ophion slaviceki	invertebrate	2979155	na	Contig	Chromosome	SAMEA8534284	SAMEA8534284	5763	2835	627304699	654222225	0.9589	39.000000	39.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-01	2022-07-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/655/GCA_944452655.1_iyOphLute1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/715/GCA_944452715.1_iyOphLute1.1/
same_biosample	SAMEA10979057	GCA_944452705.1	GCA_944452665.1	Stenoptilia bipunctidactyla	invertebrate	1660692	na	Scaffold	Chromosome	SAMEA10979057	SAMEA10979057	1429	675	796815271	822879636	0.9683	35.500000	35.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-01	2022-07-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/705/GCA_944452705.1_ilSteBipu1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/665/GCA_944452665.1_ilSteBipu1.1/
same_biosample	SAMEA10166766	GCA_944452685.1	GCA_944452675.1	Tachina lurida	invertebrate	631329	na	Contig	Chromosome	SAMEA10166766	SAMEA10166766	3952	544	857411611	899158429	0.9536	31.500000	31.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-01	2022-07-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/685/GCA_944452685.1_idTacLuri1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/675/GCA_944452675.1_idTacLuri1.1/
same_biosample	SAMEA10167069	GCA_944452905.1	GCA_944452935.1	Rhogogaster chlorosoma	invertebrate	1385029	na	Scaffold	Chromosome	SAMEA10167069	SAMEA10167069	938	27	245050874	255271170	0.9600	39.000000	39.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-01	2022-06-30	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/905/GCA_944452905.1_iyRhoChlo1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/935/GCA_944452935.1_iyRhoChlo1.1/
same_biosample	SAMEA7520950	GCA_944452915.2	GCA_944452925.2	Chrysolina oricalcia	invertebrate	1587174	na	Scaffold	Chromosome	SAMEA7520950	SAMEA7520950	8736	506	328970316	1423436458	0.2311	33.000000	34.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-24	2022-09-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/915/GCA_944452915.2_icChrOric1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/452/925/GCA_944452925.2_icChrOric1.2/
same_biosample	SAMEA9250488	GCA_944589985.1	GCA_944474755.1	Limnoperna fortunei	invertebrate	356393	na	Scaffold	Chromosome	SAMEA9250488	SAMEA9250488	1683	1838	1391583978	1335559959	1.0419	33.500000	33.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/589/985/GCA_944589985.1_xbLimFort5.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/474/755/GCA_944474755.1_xbLimFort5.1/
same_biosample	SAMEA10978742	GCA_944547385.1	GCA_944548615.1	Micropterix aruncella	invertebrate	1042620	na	Scaffold	Chromosome	SAMEA10978742	SAMEA10978742	11393	4032	928250059	1079196823	0.8601	37.500000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/547/385/GCA_944547385.1_ilMicArun2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/548/615/GCA_944548615.1_ilMicArun2.1/
same_biosample	SAMEA7520186	GCA_944548335.1	GCA_944547425.1	Eupithecia centaureata	invertebrate	934844	na	Scaffold	Chromosome	SAMEA7520186	SAMEA7520186	1605	547	458027832	465578106	0.9838	37.000000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/548/335/GCA_944548335.1_ilEupCent1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/547/425/GCA_944547425.1_ilEupCent1.1/
same_biosample	SAMEA7520321	GCA_944567605.1	GCA_944588485.1	Phosphuga atrata	invertebrate	414934	na	Scaffold	Chromosome	SAMEA7520321	SAMEA7520321	7170	1708	1139234133	1199979240	0.9494	36.000000	36.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/567/605/GCA_944567605.1_icSilAtra2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/588/485/GCA_944588485.1_icSilAtra2.1/
same_biosample	SAMEA9700885	GCA_944567795.1	GCA_944567765.1	Carterocephalus palaemon	invertebrate	218720	na	Contig	Chromosome	SAMEA9700885	SAMEA9700885	750	60	347244150	394522428	0.8802	38.500000	38.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/567/795/GCA_944567795.1_ilCarPala2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/567/765/GCA_944567765.1_ilCarPala2.1/
same_biosample	SAMEA10979197	GCA_944738625.1	GCA_944738685.1	Synanthedon myopaeformis	invertebrate	1108570	na	Scaffold	Chromosome	SAMEA10979197	SAMEA10979197	2010	36	277142348	295674245	0.9373	34.000000	34.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/625/GCA_944738625.1_ilSynMyop1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/685/GCA_944738685.1_ilSynMyop1.1/
same_biosample	SAMEA7746477	GCA_944738805.1	GCA_944738645.1	Eristalinus sepulchralis	invertebrate	2725509	na	Contig	Chromosome	SAMEA7746477	SAMEA7746477	986	386	371787597	376833488	0.9866	41.000000	41.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/805/GCA_944738805.1_idEriSepu1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/645/GCA_944738645.1_idEriSepu1.1/
same_biosample	SAMEA7746468	GCA_944738785.2	GCA_944738655.2	Andrena hattorfiana	invertebrate	1126402	na	Contig	Chromosome	SAMEA7746468	SAMEA7746468	220	310	35513745	428510216	0.0829	46.000000	44.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-09	2022-09-15	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/785/GCA_944738785.2_iyAndHatt1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/655/GCA_944738655.2_iyAndHatt1.2/
same_biosample	SAMEA7520660	GCA_944738845.2	GCA_944739405.2	Euclidia mi	invertebrate	938167	na	Scaffold	Chromosome	SAMEA7520660	SAMEA7520660	2114	1834	2356810954	2320373592	1.0157	38.000000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-10-08	2022-10-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/845/GCA_944738845.2_ilEucMixx1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/739/405/GCA_944739405.2_ilEucMixx1.2/
same_biosample	SAMEA7520209	GCA_944739395.1	GCA_944738965.1	Nebria brevicollis	invertebrate	110024	na	Scaffold	Chromosome	SAMEA7520209	SAMEA7520209	1950	787	223348220	241909001	0.9233	33.000000	33.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/739/395/GCA_944739395.1_icNebBrev1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/965/GCA_944738965.1_icNebBrev1.1/
same_biosample	SAMEA7536579	GCA_945257105.1	GCA_945261195.1	Cryptosula pallasiana	invertebrate	558755	na	Contig	Chromosome	SAMEA7536579	SAMEA7536579	3616	1662	519859578	605593191	0.8584	37.000000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-07-13	2022-07-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/257/105/GCA_945257105.1_tzCryPall5.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/261/195/GCA_945261195.1_tzCryPall5.1/
same_biosample	SAMEA7520495	GCA_945859565.1	GCA_945859555.1	Megachile ligniseca	invertebrate	1542540	na	Contig	Chromosome	SAMEA7520495	SAMEA7520495	734	700	254262380	290020865	0.8767	36.000000	35.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-09-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/565/GCA_945859565.1_iyMegLign1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/555/GCA_945859555.1_iyMegLign1.1/
same_biosample	SAMEA7520687	GCA_945859615.2	GCA_945859575.2	Herminia tarsipennalis	invertebrate	987440	na	Contig	Chromosome	SAMEA7520687	SAMEA7520687	1805	100	782601069	788433107	0.9926	36.000000	36.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-23	2022-09-23	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/615/GCA_945859615.2_ilHerTari1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/575/GCA_945859575.2_ilHerTari1.2/
same_biosample	SAMEA10978951	GCA_945859585.1	GCA_945859645.1	Amphipoea oculea	invertebrate	987876	na	Contig	Chromosome	SAMEA10978951	SAMEA10978951	453	53	530568238	669248832	0.7928	38.000000	38.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-09-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/585/GCA_945859585.1_ilAmpOcul1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/645/GCA_945859645.1_ilAmpOcul1.1/
same_biosample	SAMEA7520496	GCA_945859635.1	GCA_945859595.2	Megachile willughbiella	invertebrate	481575	na	Contig	Chromosome	SAMEA7520496	SAMEA7520496	654	347	359408557	413947718	0.8682	39.500000	41.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-10-25	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/635/GCA_945859635.1_iyMegWill1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/595/GCA_945859595.2_iyMegWill1.2/
same_biosample	SAMEA7524021	GCA_945859625.1	GCA_945859605.1	Lumbricus rubellus	invertebrate	35632	na	Scaffold	Chromosome	SAMEA7524021	SAMEA7524021	7381	2260	699097700	787515170	0.8877	40.500000	40.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-09-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/625/GCA_945859625.1_wcLumRube1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/605/GCA_945859605.1_wcLumRube1.1/
same_biosample	SAMEA10107020	GCA_945859655.1	GCA_945859665.1	Anorthoa munda	invertebrate	988060	na	Scaffold	Chromosome	SAMEA10107020	SAMEA10107020	1337	123	932504803	938645429	0.9935	38.000000	38.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-09-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/655/GCA_945859655.1_ilAnoMund1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/665/GCA_945859665.1_ilAnoMund1.1/
same_biosample	SAMEA7520035	GCA_945859675.1	GCA_945859705.1	Episyrphus balteatus	invertebrate	286459	na	Scaffold	Chromosome	SAMEA7520035	SAMEA7520035	1899	186	521356809	535345329	0.9739	31.000000	31.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-09-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/675/GCA_945859675.1_idEpiBalt1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/705/GCA_945859705.1_idEpiBalt1.1/
same_biosample	SAMEA7524255	GCA_945859775.1	GCA_945859685.1	Eupeodes corollae	invertebrate	290404	na	Scaffold	Chromosome	SAMEA7524255	SAMEA7524255	3705	2107	605344499	648195582	0.9339	34.000000	34.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-09-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/775/GCA_945859775.1_idEupCoro1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/685/GCA_945859685.1_idEupCoro1.1/
same_biosample	SAMEA10979061	GCA_945859695.1	GCA_945859725.1	Drepana falcataria	invertebrate	104428	na	Contig	Chromosome	SAMEA10979061	SAMEA10979061	138	34	323433285	326729860	0.9899	39.000000	39.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-07-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/695/GCA_945859695.1_ilDreFalc1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/725/GCA_945859725.1_ilDreFalc1.1/
same_biosample	SAMEA10166870	GCA_945859755.1	GCA_945859715.1	Apamea sordens	invertebrate	689061	na	Scaffold	Chromosome	SAMEA10166870	SAMEA10166870	190	35	613307171	614313245	0.9984	38.000000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-07-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/755/GCA_945859755.1_ilApaSord1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/715/GCA_945859715.1_ilApaSord1.1/
same_biosample	SAMEA8576962	GCA_945859735.2	GCA_945859785.2	Tridacna gigas	invertebrate	80829	na	Contig	Chromosome	SAMEA8576962	SAMEA8576962	5847	197	981746167	1175943104	0.8349	37.000000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-22	2022-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/735/GCA_945859735.2_xbTriGiga4.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/785/GCA_945859785.2_xbTriGiga4.2/
same_biosample	SAMEA10979079	GCA_945859765.1	GCA_945859745.1	Synanthedon formicaeformis	invertebrate	301036	na	Contig	Chromosome	SAMEA10979079	SAMEA10979079	380	35	307523041	321216854	0.9574	34.500000	34.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-13	2022-07-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/765/GCA_945859765.1_ilSynForm1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/859/745/GCA_945859745.1_ilSynForm1.1/
same_biosample	SAMEA10979166	GCA_945869435.1	GCA_945867215.1	Epinotia demarniana	invertebrate	1594294	na	Contig	Chromosome	SAMEA10979166	SAMEA10979166	1964	108	721164914	735796338	0.9801	39.500000	39.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-09	2022-09-09	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/869/435/GCA_945869435.1_ilEpiDema1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/867/215/GCA_945867215.1_ilEpiDema1.1/
same_biosample	SAMEA7521000	GCA_945909985.1	GCA_945910005.1	Isoperla grammatica	invertebrate	552050	na	Scaffold	Chromosome	SAMEA7521000	SAMEA7521000	6742	2826	683989817	874584190	0.7821	40.000000	40.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-10	2022-09-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/909/985/GCA_945909985.1_ipIsoGram3.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/910/005/GCA_945910005.1_ipIsoGram3.1/
same_biosample	SAMEA9461303	GCA_945910025.2	GCA_945909995.2	Flammulina velutipes	fungi	38945	na	Contig	Chromosome	SAMEA9461303	SAMEA9461303	107	169	2090579	37347534	0.0560	49.500000	49.500000	genome length too small	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-10-28	2022-10-28	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/910/025/GCA_945910025.2_gfFlaVelt1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/909/995/GCA_945909995.2_gfFlaVelt1.2/
same_biosample	SAMEA10166985	GCA_945910015.1	GCA_945910035.1	Brachypalpus laphriformis	invertebrate	2234001	na	Contig	Chromosome	SAMEA10166985	SAMEA10166985	6655	161	944863842	1071394021	0.8819	41.500000	41.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-10	2022-09-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/910/015/GCA_945910015.1_idBraLaph1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/910/035/GCA_945910035.1_idBraLaph1.1/
same_biosample	SAMEA11025018	GCA_946251875.1	GCA_946251805.1	Cybosia mesomella	invertebrate	987918	na	Contig	Chromosome	SAMEA11025018	SAMEA11025018	3895	210	929899041	947567172	0.9814	40.500000	40.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-12	2022-09-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/875/GCA_946251875.1_ilCybMeso1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/805/GCA_946251805.1_ilCybMeso1.1/
same_biosample	SAMEA10166817	GCA_946251825.1	GCA_946251815.1	Dasysyrphus albostriatus	invertebrate	414801	na	Scaffold	Chromosome	SAMEA10166817	SAMEA10166817	1141	286	662142265	662539497	0.9994	33.500000	33.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-12	2022-09-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/825/GCA_946251825.1_idDasAlbo1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/815/GCA_946251815.1_idDasAlbo1.1/
same_biosample	SAMEA10166729	GCA_946251835.1	GCA_946251845.1	Andrena fulva	invertebrate	1411667	na	Contig	Chromosome	SAMEA10166729	SAMEA10166729	2264	358	433082651	461711296	0.9380	44.500000	44.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-12	2022-09-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/835/GCA_946251835.1_iyAndFulv1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/845/GCA_946251845.1_iyAndFulv1.1/
same_biosample	SAMEA10107017	GCA_946251895.1	GCA_946251855.1	Alsophila aescularia	invertebrate	104486	na	Contig	Chromosome	SAMEA10107017	SAMEA10107017	2891	139	897150441	901596142	0.9951	37.000000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-12	2022-09-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/895/GCA_946251895.1_ilAlsAesc1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/855/GCA_946251855.1_ilAlsAesc1.1/
same_biosample	SAMEA10979084	GCA_946251865.1	GCA_946251885.1	Cosmia pyralina	invertebrate	987909	na	Contig	Chromosome	SAMEA10979084	SAMEA10979084	2901	184	787883141	803261471	0.9809	38.000000	38.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-12	2022-09-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/865/GCA_946251865.1_ilCosPyra2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/251/885/GCA_946251885.1_ilCosPyra2.1/
