accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	n50	gc_pct	unclassified_pct	informative_kmer_density	mean_contig_confidence_bpw	orig_phylum_contam_pct	orig_phylum_dominant_pct	orig_n_phyla	strict_phylum_contam_pct	strict_qualifying_bp_frac	scg_domain	frac_profiles_detected	n_families_multicopy	total_extra_copies	max_copies	n_dup_pairs	n_dup_pairs_diff_contig	median_dup_pair_identity	n_dup_pairs_divergent	divergent_dup_families_per_100_profiles	gunc_pg21_css	gunc_pg21_pass	gunc_pg21_rrs	gunc_gtdb95_css	gunc_gtdb95_pass	gunc_gtdb95_rrs
GCA_977983515.1	neither_hq	57.718643	0.07509291	56.04	0.09	1489551.0	510.0	3047.0	64.572																								
GCA_977999435.1	neither_hq	53.425953	0.01783073	49.37	0.53	1419232.0	480.0	3144.0	59.58																								
GCA_978002525.1	neither_hq	82.429596	0.18535256	78.47	1.91	2204656.0	582.0	4278.0	61.992																								
GCA_978011755.1	neither_hq	78.109	0.013706088	82.12	1.67	2014844.0	445.0	5541.0	65.012																								
GCA_978112055.1	neither_hq	54.446903	0.7705033	59.14	4.33	1152252.0	432.0	2731.0	64.948																								
GCA_980288675.1	neither_hq	63.414883	0.25123656	61.36	0.6	1194103.0	439.0	3323.0	54.511																								
GCA_980301245.1	neither_hq	59.41076	7.0245147	81.75	4.6	496883.0	125.0	4480.0	36.73																								
GCA_980316465.1	neither_hq	74.9403	0.29238462	80.66	0.21	1760439.0	30.0	190538.0	36.205																								
GCA_980383785.1	neither_hq	51.50859	2.2740693	53.51	0.4	1303889.0	440.0	3159.0	55.229																								
GCA_981117985.1	neither_hq	67.4065	0.105664134	61.72	0.55	1947539.0	726.0	2690.0	68.874																								
GCA_981636455.1	neither_hq	72.563484	0.08869767	68.05	1.83	1578253.0	485.0	3604.0	59.765																								
GCA_982227305.1	neither_hq	85.97696	0.13971329	77.85	2.23	2135805.0	314.0	11465.0	57.48																								
GCA_001797105.1	v5hq_only	99.57771	0.10821521	79.51	4.77	4012724.0	144.0	40640.0	62.332	11.567	0.000306	0.000172	37.754	32.972	10.0		0.0																
GCA_002297865.1	v5hq_only	99.51625	4.052201	90.27	8.33	4296631.0	439.0	12950.0	35.978	30.088	0.000461	0.000381	22.391	37.853	13.0		0.0																
GCA_002426935.1	v5hq_only	97.7343	0.20889044	89.19	3.17	3035240.0	99.0	41315.0	46.733	3.666	0.000923	0.000647	8.101	72.306	6.0		0.0																
GCA_003485665.1	v5hq_only	90.213295	0.37389994	76.34	0.27	3265063.0	421.0	9514.0	70.015	16.661	0.000861	0.000602	37.531	32.359	19.0		0.0																
GCA_008661915.1	v5hq_only	99.89606	0.54568946	83.88	2.49	4096875.0	611.0	8104.0	41.218	3.266	0.015349	0.004211	0.843	95.647	4.0		0.0																
GCA_012034075.1	v5hq_only	99.838264	1.8475413	88.9	2.66	5005010.0	369.0	20871.0	54.53	27.892	0.000259	0.000256	23.06	27.22	17.0		0.0																
GCA_016720765.1	v5hq_only	98.52016	1.6309947	93.69	5.4	6328625.0	15.0	810156.0	48.622	1.169	0.000158	1.3e-05	23.468	74.587	3.0		0.0																
GCA_017410995.1	v5hq_only	99.51479	0.15235543	83.38	7.2	3630638.0	965.0	4368.0	55.611	74.296	0.000203	0.000679	13.485	7.394	14.0		0.0																
GCA_017505105.1	v5hq_only	99.981	0.0060141087	82.99	2.98	2077229.0	343.0	8337.0	46.553	45.782	0.000317	0.000473	26.653	21.264	13.0		0.0																
GCA_017541565.1	v5hq_only	91.07297	0.4018128	80.01	3.07	1768605.0	308.0	7149.0	35.582	55.781	0.000239	0.000431	23.124	13.183	12.0		0.0																
GCA_019163065.1	v5hq_only	91.33749	0.09953976	73.08	0.6	3959404.0	349.0	24977.0	59.301	7.296	0.001703	0.000433	1.991	90.12	7.0		0.0																
GCA_021781535.1	v5hq_only	99.839935	0.9716213	95.22	9.85	3800625.0	133.0	70000.0	51.331	7.007	0.000523	0.000187	36.3	32.636	7.0		0.0																
GCA_021810705.1	v5hq_only	99.35502	3.568551	69.84	1.16	2385135.0	342.0	7721.0	68.555	3.169	0.004481	0.003612	1.062	95.596	3.0		0.0																
GCA_028723105.1	v5hq_only	99.86364	0.08762777	89.59	0.15	2162216.0	172.0	18482.0	44.831	25.607	0.00033	0.000294	33.402	27.368	12.0		0.0																
GCA_029052315.1	v5hq_only	91.05852	0.20441711	86.3	1.19	1636416.0	250.0	10295.0	61.91	12.29	0.00165	0.000709	13.77	66.445	8.0		0.0																
GCA_029063245.1	v5hq_only	99.72542	0.028771162	76.21	1.35	2623574.0	642.0	4392.0	42.973	66.294	0.000297	0.000673	14.989	16.297	12.0		0.0																
GCA_029935075.1	v5hq_only	99.95508	0.5709499	84.9	1.87	2426221.0	334.0	10778.0	33.989	37.805	0.000397	0.000427	28.155	27.545	10.0		0.0																
GCA_030066955.1	v5hq_only	95.76679	1.0397524	74.13	6.31	3972961.0	412.0	9941.0	66.646	5.646	0.001417	0.000583	13.116	72.112	8.0		0.0																
GCA_030149595.1	v5hq_only	99.31906	0.2235502	73.8	2.77	2383633.0	468.0	5757.0	33.375	59.143	0.000294	0.00057	26.406	11.195	16.0		0.0																
GCA_031373885.1	v5hq_only	99.77356	0.73577464	81.85	7.63	4921446.0	1314.0	4311.0	67.644	49.342	0.000596	0.000865	23.692	18.894	20.0		0.0																
GCA_032016925.1	v5hq_only	99.34424	1.1461139	81.01	2.45	4003821.0	537.0	10074.0	34.157	33.819	0.00059	0.0006	18.085	40.509	14.0		0.0																
GCA_032479655.1	v5hq_only	99.97414	0.24302602	86.96	1.53	2020436.0	266.0	13867.0	38.499	0.107	0.015666	0.003716	0.125	99.717	2.0		0.0																
GCA_035338575.1	v5hq_only	99.71857	1.9008011	83.95	2.63	6719320.0	1735.0	4396.0	51.149	67.763	0.000294	0.000723	16.264	10.607	22.0		0.0																
GCA_035486355.1	v5hq_only	99.951645	0.71900487	83.08	2.57	5524676.0	317.0	30975.0	65.309	4.948	0.001131	0.000364	10.132	81.595	7.0		0.0																
GCA_036380175.1	v5hq_only	99.61882	3.216055	83.95	8.78	6059171.0	1351.0	5110.0	73.412	22.057	0.0014	0.000959	27.099	37.984	20.0		0.0																
GCA_036387215.1	v5hq_only	99.97726	0.5422205	87.54	5.67	3057251.0	444.0	9745.0	66.332	7.534	0.001932	0.000697	4.79	83.296	7.0		0.0																
GCA_037245005.1	v5hq_only	98.22978	0.0057458878	84.04	1.91	1738993.0	386.0	6193.0	61.294	1.438	0.012997	0.012155	0.511	98.051	2.0		0.0																
GCA_037427385.1	v5hq_only	99.2842	0.03710389	88.93	2.55	2503268.0	435.0	8654.0	60.533	0.0	0.018346	0.017122	0.0	100.0	1.0		0.0																
GCA_038111675.1	v5hq_only	99.67	4.541752	80.55	1.55	2659732.0	320.0	14756.0	53.858	36.489	0.000278	0.000305	18.0	37.114	14.0		0.0																
GCA_039039885.1	v5hq_only	99.97149	1.6694218	95.71	5.3	3126052.0	77.0	303351.0	58.461	2.732	0.001285	8.4e-05	0.509	96.658	3.0		0.0																
GCA_039932795.1	v5hq_only	99.75317	0.5700052	89.49	2.18	4342294.0	348.0	17145.0	51.923	34.068	0.000236	0.000277	30.919	23.558	15.0		0.0																
GCA_041184245.1	v5hq_only	99.85796	0.34843087	87.23	5.04	2203315.0	193.0	18469.0	33.782	15.914	0.000584	0.000402	14.862	51.266	7.0		0.0																
GCA_041840615.1	v5hq_only	99.918	0.10792315	68.53	0.39	1096421.0	140.0	10044.0	31.772	35.923	0.00034	0.000419	32.072	9.563	11.0		0.0																
GCA_045601765.1	v5hq_only	95.860214	0.021347404	77.15	0.11	977099.0	62.0	22168.0	40.825	26.488	0.000241	0.000194	24.013	38.742	5.0		0.0																
GCA_045603085.1	v5hq_only	99.91502	4.511428	82.27	1.29	2682813.0	143.0	27000.0	53.047	18.274	0.000375	0.000249	34.655	26.989	8.0		0.0																
GCA_046081265.1	v5hq_only	93.428635	0.6399244	91.43	7.22	2667694.0	906.0	3580.0	69.622	26.818	0.00168	0.001158	17.862	45.989	15.0		0.0																
GCA_046093765.1	v5hq_only	96.73546	0.018197298	87.93	15.02	3135711.0	649.0	5810.0	65.271	7.924	0.003709	0.00107	4.025	85.405	10.0		0.0																
GCA_048316855.1	v5hq_only	91.95888	0.50982535	88.31	0.82	2052341.0	46.0	79956.0	60.247	0.0	0.014477	0.001149	0.0	100.0	1.0		0.0																
GCA_048366255.1	v5hq_only	99.93557	0.27639568	88.33	4.51	2093209.0	435.0	6982.0	60.334	0.238	0.015228	0.003747	0.286	99.476	2.0		0.0																
GCA_051882635.1	v5hq_only	99.98067	0.0071704388	85.31	0.37	2095987.0	545.0	4291.0	51.779	69.098	0.000273	0.000755	17.755	8.785	15.0		0.0																
GCA_052846675.1	v5hq_only	99.44365	0.0041395426	82.99	3.0	1977850.0	180.0	15493.0	50.615	42.33	0.000218	0.000276	33.366	20.73	9.0		0.0																
GCA_054019635.1	v5hq_only	99.87957	4.9490542	93.87	5.01	2655696.0	412.0	8475.0	30.418	31.476	0.000615	0.000488	20.728	44.418	13.0		0.0																
GCA_054297525.1	v5hq_only	99.953384	1.0787129	89.96	1.47	2221251.0	239.0	12695.0	40.968	37.382	0.000332	0.000356	24.07	30.714	15.0		0.0																
GCA_055133495.1	v5hq_only	98.62018	0.38756728	87.14	0.25	2268131.0	87.0	40928.0	40.071	3.489	0.000733	0.000297	6.06	85.145	7.0		0.0																
GCA_055896775.1	v5hq_only	90.15154	0.0	56.89	0.35	1530355.0	102.0	17931.0	48.129	34.682	0.000208	0.000249	34.506	22.237	11.0		0.0																
GCA_902474065.1	v5hq_only	99.96513	2.2427468	95.22	5.31	2180868.0	220.0	15504.0	44.185	36.102	0.000212	0.000239	36.138	19.61	12.0		0.0																
GCA_902475725.1	v5hq_only	99.80942	1.0991305	85.41	1.41	2556781.0	84.0	50031.0	55.877	6.664	0.000568	0.000282	35.885	29.696	5.0		0.0																
GCA_902779555.1	v5hq_only	99.96208	0.26676953	84.68	0.81	3159245.0	62.0	75568.0	55.219	0.879	0.00056	0.000204	10.966	68.515	5.0		0.0																
GCA_902782995.1	v5hq_only	97.807785	0.0011086464	83.75	0.99	2261275.0	182.0	17872.0	44.697	12.922	0.00069	0.000344	7.036	73.788	7.0		0.0																
GCA_903867375.1	v5hq_only	93.36795	0.6168544	86.99	3.32	1294055.0	261.0	6082.0	46.424	45.701	0.000432	0.000592	19.671	31.683	8.0		0.0																
GCA_903876885.1	v5hq_only	99.91774	0.4836768	67.18	0.48	2222044.0	116.0	37159.0	43.935	17.683	0.000346	0.000226	12.298	53.939	6.0		0.0																
GCA_910578655.1	v5hq_only	93.1002	0.46265423	88.74	3.14	1749860.0	138.0	20948.0	43.272	38.756	0.000194	0.000259	33.19	16.79	9.0		0.0																
GCA_913048195.1	v5hq_only	94.848236	0.08358657	88.54	1.91	3080218.0	368.0	11138.0	58.281	1.751	0.01504	0.013855	0.078	98.171	2.0		0.0																
GCA_937919175.1	v5hq_only	95.65639	0.29511154	91.37	5.54	3633561.0	650.0	7022.0	49.453	60.312	0.000228	0.000432	15.755	23.264	14.0		0.0																
GCA_938027445.1	v5hq_only	97.81069	0.06735027	69.06	1.35	2617651.0	226.0	16104.0	54.041	18.451	0.000514	0.000311	13.064	62.826	10.0		0.0																
GCA_943368815.1	v5hq_only	98.88325	3.4999819	78.21	0.43	5312895.0	625.0	10116.0	38.66	31.698	0.000508	0.000508	14.786	45.365	13.0		0.0																
GCA_944392525.1	v5hq_only	99.12837	0.83785653	72.64	5.37	1473932.0	109.0	22487.0	28.003	15.365	0.000499	0.000305	24.412	41.274	12.0		0.0																
GCA_947347575.1	v5hq_only	99.96852	0.48604906	86.76	0.61	3730794.0	400.0	12607.0	39.662	36.638	0.000334	0.000343	20.228	33.15	13.0		0.0																
GCA_947449975.1	v5hq_only	96.13405	1.2792319	80.23	2.84	2457306.0	235.0	14058.0	35.393	23.825	0.000422	0.00033	28.548	37.752	11.0		0.0																
GCA_947467485.1	v5hq_only	99.89447	1.2390703	85.99	0.2	4345543.0	89.0	69056.0	64.938	1.953	0.000622	0.000183	39.444	34.583	6.0		0.0																
GCA_947480055.1	v5hq_only	99.75398	0.0036358833	81.86	3.01	2222635.0	195.0	15497.0	53.678	36.052	0.000204	0.000224	32.943	19.863	14.0		0.0																
GCA_947481585.1	v5hq_only	97.17062	0.10865033	84.37	1.71	2208771.0	230.0	12068.0	42.304	33.449	0.000416	0.000365	19.761	42.391	12.0		0.0																
GCA_948555565.1	v5hq_only	98.12463	0.009834766	85.55	1.31	2106226.0	111.0	24060.0	49.197	14.839	0.000279	0.000196	26.836	42.209	9.0		0.0																
GCA_948663785.1	v5hq_only	98.21226	0.3308028	88.08	1.02	2486152.0	218.0	18088.0	49.641	25.286	0.000355	0.00033	23.226	26.096	14.0		0.0																
GCA_948841015.1	v5hq_only	91.825455	0.001385808	83.06	2.86	1544658.0	371.0	5488.0	40.86	64.414	0.000231	0.000574	20.606	7.153	14.0		0.0																
GCA_948873745.1	v5hq_only	91.85121	0.06933808	84.77	2.16	2316587.0	347.0	8915.0	49.25	48.855	0.00033	0.00046	24.404	20.427	10.0		0.0																
GCA_948952035.1	v5hq_only	99.79272	0.3688842	77.53	1.06	3630289.0	489.0	9207.0	45.351	43.725	0.000302	0.000426	25.636	25.587	13.0		0.0																
GCA_949039575.1	v5hq_only	98.82229	0.089395046	87.48	0.3	2077542.0	43.0	91487.0	63.754	0.0	0.001505	0.000275	1.375	98.523	3.0		0.0																
GCA_949043515.1	v5hq_only	90.23288	0.20822287	66.55	0.99	2146781.0	550.0	4573.0	59.957	50.531	0.000489	0.000708	29.147	14.262	14.0		0.0																
GCA_949077765.1	v5hq_only	99.954956	1.2479961	87.52	2.56	3235123.0	321.0	16248.0	48.219	22.021	0.000563	0.00041	18.194	50.062	12.0		0.0																
GCA_949741655.1	v5hq_only	90.8724	0.050365925	89.06	0.81	2125253.0	528.0	5718.0	56.627	45.046	0.000565	0.000678	23.51	23.6	16.0		0.0																
GCA_958404025.1	v5hq_only	94.39248	0.35689175	75.92	0.99	1822225.0	212.0	10955.0	53.498	29.434	0.000492	0.000458	34.542	21.46	13.0		0.0																
GCA_958413665.1	v5hq_only	99.890335	0.12135208	89.47	2.32	1872398.0	228.0	11525.0	31.912	37.786	0.000366	0.000408	29.681	20.58	13.0		0.0																
GCA_963581915.1	v5hq_only	96.68454	2.4648964	87.73	6.61	3030907.0	218.0	22235.0	55.714	30.459	0.000233	0.000217	27.058	27.638	13.0		0.0																
GCA_963765235.1	v5hq_only	99.63066	3.0210674	65.97	3.89	7201722.0	69.0	154496.0	64.677	0.226	0.001521	7.1e-05	2.45	97.204	3.0		0.0																
GCA_963788725.1	v5hq_only	99.325226	2.094102	88.26	0.95	4721017.0	23.0	339385.0	57.673	1.732	0.00031	3.2e-05	21.962	76.306	6.0		0.0																
GCA_963979235.1	v5hq_only	95.909096	1.303935	85.34	0.8	2664640.0	532.0	5850.0	53.342	57.4	0.000333	0.000625	12.119	27.524	13.0		0.0																
GCA_964217675.1	v5hq_only	99.82371	0.094512105	88.06	2.26	2660169.0	268.0	13683.0	50.324	14.125	0.000697	0.00038	7.141	75.84	7.0		0.0																
GCA_964227615.1	v5hq_only	99.96805	0.2399832	83.93	4.94	2419884.0	240.0	15366.0	50.329	14.719	0.000772	0.00043	5.193	74.731	7.0		0.0																
GCA_964252345.1	v5hq_only	93.57348	0.026449561	80.9	2.25	3983605.0	894.0	4977.0	69.141	16.084	0.001856	0.000987	16.797	61.705	15.0		0.0																
GCA_964514205.1	v5hq_only	90.069595	0.47109425	89.72	7.81	980268.0	269.0	4162.0	36.166	74.076	0.000205	0.000657	18.552	5.841	15.0		0.0																
GCA_964534685.1	v5hq_only	99.17728	3.3217163	85.13	2.43	3868076.0	388.0	22051.0	64.915	13.904	0.000567	0.000344	47.149	22.042	18.0		0.0																
GCA_964561455.1	v5hq_only	99.68582	4.965907	88.32	0.8	4785659.0	249.0	33745.0	59.021	10.56	0.000383	0.000257	28.141	33.991	13.0		0.0																
GCA_964594555.1	v5hq_only	97.62253	0.247401	75.06	1.58	1731918.0	102.0	21469.0	48.244	38.036	0.000185	0.000201	31.948	26.067	13.0		0.0																
GCA_964616685.1	v5hq_only	99.961975	0.45616925	80.5	4.54	2339498.0	451.0	6788.0	45.89	66.256	0.000171	0.000451	17.24	11.292	11.0		0.0																
GCA_964630705.1	v5hq_only	95.913864	0.47892332	89.33	2.49	5113175.0	478.0	17144.0	56.1	22.563	0.000398	0.000323	39.426	21.324	15.0		0.0																
GCA_965150505.1	v5hq_only	92.458275	0.0022530556	88.8	0.02	2461960.0	212.0	19140.0	38.148	15.714	0.000602	0.000367	20.641	51.851	12.0		0.0																
GCA_965371415.1	v5hq_only	99.81648	4.39944	75.26	2.24	3685948.0	1170.0	3421.0	53.965	73.048	0.000279	0.000851	13.556	9.854	19.0		0.0																
GCA_977575645.1	v5hq_only	91.91181	0.29132962	89.77	2.7	1488147.0	47.0	67870.0	27.384	4.921	0.000602	0.000245	12.487	63.781	8.0		0.0																
GCA_977590685.1	v5hq_only	98.813965	4.1910353	74.47	3.25	3382741.0	1050.0	3628.0	58.613	66.151	0.000408	0.000934	15.567	12.066	19.0		0.0																
GCA_977611975.1	v5hq_only	99.827576	1.2263954	86.0	1.64	3266997.0	333.0	13652.0	59.566	22.007	0.000469	0.000389	33.637	28.642	18.0		0.0																
GCA_980379555.1	v5hq_only	94.035484	0.0020742416	85.39	0.04	3802227.0	234.0	25228.0	66.001	8.429	0.000542	0.000363	30.08	32.091	16.0		0.0																
GCA_981816755.1	v5hq_only	99.62338	0.53743124	82.57	2.74	2168090.0	662.0	3613.0	56.063	4.908	0.012136	0.01216	0.443	94.529	2.0		0.0																
